"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町新野辺北町","浜の宮",14,13000000,"",160,"","ほぼ整形",8,100,"2013年","木造","住宅","住宅","南西","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",11,1500000,"",65,"","ほぼ長方形",7,70,"1977年","木造","住宅","住宅","南東","市道",6,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",15,45000000,"",410,"","ほぼ正方形","",280,"1997年","鉄骨造","共同住宅","住宅","南西","市道",5.9,"１中住専",60,200,"2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",15,15000000,300000,155,92000,"ほぼ長方形",7.9,"","","","","住宅","南西","市道",5.1,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",14,14000000,310000,145,92000,"ほぼ長方形",7.3,"","","","","住宅","北東","市道",5.1,"１中住専",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",16,69000000,"",930,"","ほぼ整形",43,530,"1987年","軽量鉄骨造","共同住宅","住宅","南東","市道",5.1,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",8,12000000,"",110,"","ほぼ長方形",9.2,105,"1995年","木造","住宅","住宅","北東","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",14,13000000,300000,145,91000,"ほぼ整形",7.5,"","","","","住宅","北東","市道",6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",16,86000000,"",900,"","ほぼ整形",22,560,"","鉄骨造","共同住宅","その他","南西","市道",5.8,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町新野辺北町","別府(兵庫)",6,30000000,130000,770,39000,"ほぼ長方形",18,"","","","","住宅","南東","県道",8.6,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","別府町本町","別府(兵庫)",11,26000000,220000,390,67000,"ほぼ整形",24.3,"","","","","住宅","北","市道",7.2,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","八幡町","厄神","30分～60分",17000000,"",530,"","ほぼ長方形","",120,"1986年","木造","店舗","住宅","西","県道",6.7,"調整区域",60,200,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","山手","神野",25,300000,"",165,"","ほぼ正方形",12.5,90,"1974年","木造","住宅","","北","道路",2.7,"調整区域","","","2025年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","山手","神野",23,9000000,180000,160,56000,"ほぼ正方形",13,"","","","","住宅","北東","市道",6,"２低住専",60,150,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","山手","神野",21,19000000,95000,670,29000,"ほぼ長方形",20,"","","","","住宅","北東","市道",7.5,"２低住専",60,150,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","山手","神野",21,16000000,95000,560,29000,"ほぼ長方形",19,"","","","","","南西","私道",5.5,"２低住専",60,150,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","山手","神野",28,3000000,30000,330,9100,"ほぼ台形",19,"","","","","倉庫","東","道路",2,"調整区域",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","山手","厄神",29,13000000,170000,240,53000,"正方形",15,"","","","","住宅","北東","市道",6,"２低住専",60,150,"2024年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","米田町","加古川",26,20000000,190000,340,57000,"ほぼ正方形",18.7,"","","","","住宅","南西","道路",3.3,"１種住居",60,200,"2025年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","米田町","加古川",24,6800000,"",165,"","ほぼ長方形",9,110,"1991年","軽量鉄骨造","住宅","住宅","南西","市道",3.5,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","米田町","加古川",29,8000000,"",200,"","ほぼ長方形","",100,"1969年","木造","住宅","","北東","道路",4,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","米田町","宝殿",24,23000000,"",150,"","ほぼ長方形","",95,"2024年","木造","住宅","住宅","南東","市道",6,"２低住専",60,150,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","米田町","宝殿",24,5200000,"",155,"","ほぼ台形",13,135,"1990年","木造","住宅","住宅","北西","市道",5,"２中住専",60,200,"2025年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","米田町","宝殿",13,11000000,270000,130,83000,"ほぼ台形",8.4,"","","","","住宅","南西","市道",6,"１中住専",60,200,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","米田町","宝殿",9,42000000,"",250,"","ほぼ長方形","",115,"2024年","木造","住宅","住宅","北西","道路",6,"１種住居",60,200,"2025年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","米田町","宝殿",2,25000000,400000,210,120000,"ほぼ長方形",16.5,"","","","","住宅","南西","市道",6,"１種住居",60,200,"2025年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","28210","兵庫県","加古川市","米田町","宝殿",1,16000000,300000,175,90000,"ほぼ長方形",43.3,"","","","","その他","北西","県道",8.8,"近隣商業",80,300,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","28210","兵庫県","加古川市","米田町","宝殿",21,10000000,"",175,"","ほぼ台形",14,110,"1991年","木造","住宅","その他","北","市道",5,"１種住居",60,200,"2024年第4四半期",""
