市,取引価格（万円）,種別,価格区分,建築年,延床面積（㎡）,面積（㎡）,地区名,取引時期
加古川市,3400.0,マンション,成約価格情報,2021年,,75.0,平岡町,2025年第2四半期
加古川市,540.0,マンション,成約価格情報,1979年,,65.0,平岡町新在家,2025年第2四半期
加古川市,350.0,マンション,成約価格情報,1979年,,65.0,平岡町,2025年第3四半期
加古川市,1200.0,マンション,成約価格情報,1994年,,80.0,平岡町,2025年第3四半期
加古川市,950.0,マンション,成約価格情報,1998年,,70.0,平岡町,2025年第3四半期
加古川市,1500.0,マンション,成約価格情報,1985年,,70.0,平岡町,2025年第3四半期
加古川市,1400.0,マンション,成約価格情報,1997年,,75.0,平岡町,2025年第3四半期
加古川市,340.0,マンション,成約価格情報,1980年,,90.0,平岡町,2025年第3四半期
加古川市,1300.0,マンション,成約価格情報,1986年,,85.0,平岡町,2025年第3四半期
加古川市,2000.0,マンション,成約価格情報,1995年,,110.0,平岡町,2025年第3四半期
加古川市,700.0,マンション,成約価格情報,1998年,,60.0,平岡町,2025年第3四半期
加古川市,830.0,マンション,不動産取引価格情報,1991年,,60.0,尾上町,2025年第2四半期
加古川市,190.0,マンション,不動産取引価格情報,1976年,,70.0,尾上町,2025年第2四半期
加古川市,1200.0,マンション,不動産取引価格情報,1994年,,75.0,尾上町,2025年第1四半期
加古川市,780.0,マンション,不動産取引価格情報,1997年,,75.0,尾上町,2024年第4四半期
加古川市,250.0,マンション,不動産取引価格情報,1981年,,80.0,加古川町,2025年第1四半期
加古川市,270.0,マンション,不動産取引価格情報,2006年,,65.0,加古川町,2025年第3四半期
加古川市,2200.0,マンション,不動産取引価格情報,2002年,,70.0,加古川町,2025年第3四半期
加古川市,2400.0,マンション,不動産取引価格情報,2002年,,60.0,加古川町,2025年第3四半期
加古川市,2900.0,マンション,不動産取引価格情報,2002年,,75.0,加古川町,2025年第3四半期
加古川市,1100.0,マンション,不動産取引価格情報,1989年,,90.0,加古川町,2025年第3四半期
加古川市,2800.0,マンション,不動産取引価格情報,2005年,,70.0,加古川町,2025年第3四半期
加古川市,1100.0,マンション,不動産取引価格情報,1985年,,80.0,加古川町,2025年第3四半期
加古川市,490.0,マンション,不動産取引価格情報,1989年,,75.0,加古川町,2025年第3四半期
加古川市,1000.0,マンション,不動産取引価格情報,1988年,,60.0,加古川町,2025年第2四半期
加古川市,420.0,マンション,不動産取引価格情報,1998年,,55.0,加古川町,2025年第2四半期
加古川市,500.0,マンション,不動産取引価格情報,1994年,,70.0,加古川町,2025年第2四半期
加古川市,650.0,マンション,不動産取引価格情報,1987年,,65.0,加古川町,2025年第2四半期
加古川市,950.0,マンション,不動産取引価格情報,1989年,,30.0,加古川町,2025年第2四半期
加古川市,650.0,マンション,不動産取引価格情報,1994年,,55.0,加古川町,2025年第2四半期
加古川市,1700.0,マンション,不動産取引価格情報,2010年,,55.0,加古川町,2025年第1四半期
加古川市,900.0,マンション,不動産取引価格情報,1989年,,70.0,加古川町,2025年第1四半期
加古川市,2200.0,マンション,不動産取引価格情報,2010年,,55.0,加古川町,2025年第1四半期
加古川市,3000.0,マンション,不動産取引価格情報,2020年,,60.0,加古川町,2025年第1四半期
加古川市,620.0,マンション,不動産取引価格情報,1997年,,60.0,加古川町,2025年第1四半期
加古川市,650.0,マンション,不動産取引価格情報,1997年,,65.0,加古川町,2025年第1四半期
加古川市,3300.0,マンション,不動産取引価格情報,2005年,,80.0,加古川町,2025年第1四半期
加古川市,400.0,マンション,不動産取引価格情報,1994年,,65.0,加古川町,2025年第1四半期
加古川市,1800.0,マンション,不動産取引価格情報,1998年,,65.0,加古川町,2024年第4四半期
加古川市,850.0,マンション,不動産取引価格情報,1986年,,60.0,加古川町,2024年第4四半期
加古川市,2700.0,マンション,不動産取引価格情報,2002年,,55.0,加古川町,2024年第4四半期
加古川市,2400.0,マンション,不動産取引価格情報,2004年,,60.0,加古川町,2024年第4四半期
加古川市,1900.0,マンション,不動産取引価格情報,2009年,,60.0,加古川町,2024年第4四半期
加古川市,790.0,マンション,不動産取引価格情報,1999年,,60.0,加古川町,2024年第4四半期
加古川市,380.0,マンション,不動産取引価格情報,1981年,,80.0,加古川町,2024年第4四半期
加古川市,1500.0,マンション,不動産取引価格情報,2002年,,65.0,加古川町,2024年第4四半期
加古川市,830.0,マンション,不動産取引価格情報,1992年,,65.0,加古川町,2024年第4四半期
加古川市,2600.0,マンション,不動産取引価格情報,2009年,,75.0,加古川町,2024年第4四半期
加古川市,550.0,マンション,不動産取引価格情報,1998年,,60.0,西神吉町,2025年第3四半期
加古川市,840.0,マンション,不動産取引価格情報,1991年,,70.0,西神吉町,2025年第2四半期
加古川市,450.0,マンション,不動産取引価格情報,1996年,,55.0,野口町,2025年第1四半期
加古川市,1400.0,マンション,不動産取引価格情報,1992年,,60.0,野口町,2024年第4四半期
加古川市,1000.0,マンション,不動産取引価格情報,1986年,,85.0,野口町,2025年第3四半期
加古川市,60.0,マンション,不動産取引価格情報,1972年,,40.0,野口町,2025年第1四半期
加古川市,800.0,マンション,不動産取引価格情報,1985年,,65.0,野口町,2024年第4四半期
加古川市,1500.0,マンション,不動産取引価格情報,1985年,,65.0,野口町,2024年第4四半期
加古川市,200.0,マンション,不動産取引価格情報,1978年,,70.0,平岡町,2025年第3四半期
加古川市,280.0,マンション,不動産取引価格情報,1978年,,70.0,平岡町,2025年第3四半期
加古川市,230.0,マンション,不動産取引価格情報,1980年,,90.0,平岡町,2025年第2四半期
加古川市,150.0,マンション,不動産取引価格情報,2008年,,70.0,平岡町,2025年第2四半期
加古川市,980.0,マンション,不動産取引価格情報,1997年,,55.0,平岡町,2025年第1四半期
加古川市,440.0,マンション,不動産取引価格情報,1979年,,90.0,平岡町,2024年第4四半期
加古川市,3100.0,マンション,不動産取引価格情報,2024年,,50.0,平岡町,2025年第3四半期
加古川市,3300.0,マンション,不動産取引価格情報,2021年,,75.0,平岡町,2025年第2四半期
加古川市,2500.0,マンション,不動産取引価格情報,2007年,,70.0,平岡町,2025年第2四半期
加古川市,3700.0,マンション,不動産取引価格情報,2024年,,60.0,平岡町,2025年第2四半期
加古川市,1900.0,マンション,不動産取引価格情報,2007年,,75.0,平岡町,2025年第2四半期
加古川市,420.0,マンション,不動産取引価格情報,1992年,,70.0,平岡町,2025年第1四半期
加古川市,500.0,マンション,不動産取引価格情報,1990年,,90.0,平岡町,2024年第4四半期
加古川市,5200.0,マンション,不動産取引価格情報,,,75.0,平岡町,2024年第4四半期
加古川市,2300.0,マンション,不動産取引価格情報,2004年,,70.0,平岡町新在家,2024年第4四半期
加古川市,1100.0,マンション,不動産取引価格情報,1981年,,60.0,別府町,2025年第3四半期
加古川市,880.0,マンション,不動産取引価格情報,1989年,,60.0,別府町,2025年第2四半期
加古川市,400.0,マンション,不動産取引価格情報,1992年,,65.0,別府町,2025年第2四半期
加古川市,1700.0,マンション,不動産取引価格情報,,,70.0,別府町,2025年第2四半期
加古川市,370.0,マンション,不動産取引価格情報,1996年,,80.0,別府町,2025年第1四半期
加古川市,650.0,マンション,不動産取引価格情報,1989年,,75.0,別府町,2024年第4四半期
加古川市,990.0,マンション,不動産取引価格情報,1999年,,80.0,別府町本町,2024年第4四半期
加古川市,1700.0,マンション,不動産取引価格情報,,,65.0,米田町,2025年第2四半期
加古川市,2800.0,マンション,不動産取引価格情報,2021年,,70.0,米田町,2025年第1四半期
明石市,2700.0,戸建て,成約価格情報,1985年,120.0,140.0,朝霧山手町,2024年第4四半期
明石市,4300.0,戸建て,成約価格情報,2001年,115.0,130.0,上ノ丸,2024年第4四半期
明石市,320.0,戸建て,成約価格情報,1976年,65.0,80.0,魚住町,2024年第4四半期
明石市,1300.0,戸建て,成約価格情報,1995年,140.0,120.0,魚住町,2024年第4四半期
明石市,1500.0,戸建て,成約価格情報,1996年,90.0,130.0,魚住町,2024年第4四半期
明石市,1300.0,戸建て,成約価格情報,1996年,90.0,130.0,魚住町,2024年第4四半期
明石市,2900.0,戸建て,成約価格情報,2005年,95.0,125.0,魚住町,2024年第4四半期
明石市,3300.0,戸建て,成約価格情報,2018年,105.0,135.0,魚住町,2024年第4四半期
明石市,3300.0,戸建て,成約価格情報,2024年,105.0,95.0,魚住町,2024年第4四半期
明石市,1800.0,戸建て,成約価格情報,2003年,105.0,130.0,魚住町,2024年第4四半期
明石市,3200.0,戸建て,成約価格情報,2025年,95.0,130.0,魚住町,2024年第4四半期
明石市,450.0,戸建て,成約価格情報,1977年,75.0,80.0,魚住町,2024年第4四半期
明石市,3800.0,戸建て,成約価格情報,2024年,125.0,75.0,王子,2024年第4四半期
明石市,3800.0,戸建て,成約価格情報,2024年,130.0,75.0,王子,2024年第4四半期
明石市,3100.0,戸建て,成約価格情報,2024年,100.0,145.0,大久保町山手台,2024年第4四半期
明石市,3200.0,戸建て,成約価格情報,2024年,100.0,120.0,大久保町山手台,2024年第4四半期
明石市,6600.0,戸建て,成約価格情報,1995年,175.0,215.0,太寺,2024年第4四半期
明石市,1100.0,戸建て,成約価格情報,1994年,100.0,110.0,二見町,2024年第4四半期
明石市,3100.0,戸建て,成約価格情報,,100.0,115.0,二見町,2024年第4四半期
明石市,3900.0,戸建て,成約価格情報,2018年,115.0,140.0,二見町,2024年第4四半期
明石市,3200.0,戸建て,成約価格情報,2024年,85.0,100.0,二見町,2024年第4四半期
明石市,3300.0,戸建て,成約価格情報,2020年,105.0,140.0,二見町,2024年第4四半期
明石市,3900.0,戸建て,成約価格情報,2023年,85.0,90.0,朝霧町,2024年第4四半期
明石市,3400.0,戸建て,成約価格情報,2021年,80.0,85.0,朝霧町,2024年第4四半期
明石市,3500.0,戸建て,成約価格情報,2024年,95.0,85.0,大道町,2024年第4四半期
明石市,3800.0,戸建て,成約価格情報,2017年,105.0,105.0,荷山町,2024年第4四半期
明石市,2000.0,戸建て,成約価格情報,1996年,95.0,80.0,人丸町,2024年第4四半期
明石市,4000.0,戸建て,成約価格情報,2024年,100.0,125.0,藤が丘,2024年第4四半期
明石市,4100.0,戸建て,成約価格情報,2018年,120.0,140.0,明南町,2024年第4四半期
明石市,4500.0,戸建て,成約価格情報,2024年,100.0,115.0,西明石東町,2024年第4四半期
明石市,4400.0,戸建て,成約価格情報,2024年,120.0,85.0,硯町,2024年第4四半期
明石市,1300.0,戸建て,成約価格情報,1987年,70.0,65.0,硯町,2024年第4四半期
明石市,3500.0,戸建て,成約価格情報,2019年,100.0,110.0,西明石町,2024年第4四半期
明石市,5700.0,戸建て,成約価格情報,2015年,185.0,225.0,港町,2024年第4四半期
明石市,3900.0,戸建て,成約価格情報,2011年,95.0,140.0,大久保町福田,2024年第4四半期
明石市,2200.0,戸建て,成約価格情報,2008年,70.0,70.0,大久保町,2024年第4四半期
明石市,5800.0,戸建て,成約価格情報,1998年,270.0,495.0,大久保町,2024年第4四半期
明石市,4500.0,戸建て,成約価格情報,,105.0,125.0,大久保町,2024年第4四半期
明石市,500.0,戸建て,成約価格情報,1969年,195.0,285.0,大久保町,2024年第4四半期
明石市,1600.0,戸建て,成約価格情報,2001年,85.0,100.0,大久保町,2024年第4四半期
明石市,1700.0,戸建て,成約価格情報,1997年,100.0,115.0,大久保町,2024年第4四半期
明石市,1700.0,戸建て,成約価格情報,1996年,95.0,145.0,大久保町,2024年第4四半期
明石市,2900.0,戸建て,成約価格情報,2010年,120.0,165.0,大久保町,2024年第4四半期
明石市,1600.0,戸建て,成約価格情報,1993年,130.0,155.0,大久保町,2024年第4四半期
明石市,2800.0,戸建て,成約価格情報,2013年,95.0,75.0,大久保町,2024年第4四半期
明石市,3600.0,戸建て,成約価格情報,2013年,110.0,175.0,大久保町,2024年第4四半期
明石市,2400.0,戸建て,成約価格情報,2009年,100.0,130.0,大久保町,2024年第4四半期
明石市,600.0,戸建て,成約価格情報,1978年,95.0,120.0,大久保町,2024年第4四半期
明石市,3100.0,戸建て,成約価格情報,2024年,115.0,75.0,大久保町,2024年第4四半期
明石市,2600.0,戸建て,成約価格情報,2003年,80.0,85.0,大蔵谷奥,2024年第4四半期
明石市,4600.0,戸建て,成約価格情報,2024年,100.0,105.0,太寺天王町,2024年第4四半期
明石市,380.0,戸建て,成約価格情報,1983年,70.0,120.0,鳥羽,2024年第4四半期
明石市,4200.0,戸建て,成約価格情報,2012年,185.0,245.0,東野町,2024年第4四半期
明石市,1200.0,戸建て,成約価格情報,1998年,80.0,75.0,藤江,2024年第4四半期
明石市,4600.0,戸建て,成約価格情報,2020年,135.0,110.0,別所町,2024年第4四半期
